,"('Close', 'AAPL')","('Volume', 'AAPL')","('Close', 'MSFT')","('Volume', 'MSFT')","('Close', 'AMD')","('Volume', 'AMD')"
2020-03-24 00:00:00,61.720001220703125,287531200,148.33999633789062,82516700,46.220001220703125,106794200
2020-03-25 00:00:00,61.380001068115234,303602000,146.9199981689453,75638200,44.630001068115234,93760400
2020-03-26 00:00:00,64.61000061035156,252087200,156.11000061035156,64568100,47.5,73680200
2020-03-27 00:00:00,61.935001373291016,204216800,149.6999969482422,57042300,46.58000183105469,74599200
2020-03-30 00:00:00,63.70249938964844,167976400,160.22999572753906,63420300,47.86000061035156,68486600
2020-03-31 00:00:00,63.5724983215332,197002000,157.7100067138672,77927200,45.47999954223633,83483700
2020-04-01 00:00:00,60.227500915527344,176218400,152.11000061035156,57969900,43.65999984741211,92083100
2020-04-02 00:00:00,61.23249816894531,165934000,155.25999450683594,49630700,44.4900016784668,79024100
2020-04-03 00:00:00,60.352500915527344,129880000,153.8300018310547,41243300,42.59000015258789,79335000
2020-04-06 00:00:00,65.61750030517578,201820400,165.27000427246094,67111700,47.52000045776367,82294000
2020-04-07 00:00:00,64.85749816894531,202887200,163.49000549316406,62769000,47.560001373291016,102098700
2020-04-08 00:00:00,66.51750183105469,168895200,165.1300048828125,48318200,48.790000915527344,64930800
2020-04-09 00:00:00,66.99749755859375,161834800,165.13999938964844,51385100,48.380001068115234,80270100
2020-04-13 00:00:00,68.3125,131022800,165.50999450683594,41905300,50.939998626708984,64290100
2020-04-14 00:00:00,71.76249694824219,194994800,173.6999969482422,52874300,54.93000030517578,85306800
2020-04-15 00:00:00,71.10749816894531,131154400,171.8800048828125,40940800,54.9900016784668,83814000
2020-04-16 00:00:00,71.67250061035156,157125200,177.0399932861328,50479600,56.95000076293945,103106500
2020-04-17 00:00:00,70.69999694824219,215250000,178.60000610351562,52765600,56.599998474121094,76908800
2020-04-20 00:00:00,69.23249816894531,130015200,175.05999755859375,36669600,56.970001220703125,72367300
2020-04-21 00:00:00,67.09249877929688,180991600,167.82000732421875,56203700,52.91999816894531,123906400
2020-04-22 00:00:00,69.0250015258789,116862400,173.52000427246094,34620200,55.91999816894531,63041600
2020-04-23 00:00:00,68.75749969482422,124814400,171.4199981689453,32790800,55.900001525878906,69662700
2020-04-24 00:00:00,70.74250030517578,126161200,174.5500030517578,34277600,56.18000030517578,72761000
2020-04-27 00:00:00,70.7925033569336,117087600,174.0500030517578,33194400,56.4900016784668,62568100
2020-04-28 00:00:00,69.6449966430664,112004800,169.80999755859375,34392700,55.5099983215332,80501800
2020-04-29 00:00:00,71.93250274658203,137280800,177.42999267578125,51286600,53.65999984741211,110800900
2020-04-30 00:00:00,73.44999694824219,183064000,179.2100067138672,53875900,52.38999938964844,65543900
2020-05-01 00:00:00,72.26750183105469,240616800,174.57000732421875,39370500,49.880001068115234,69562700
2020-05-04 00:00:00,73.29000091552734,133568000,178.83999633789062,30372900,52.560001373291016,62590600
2020-05-05 00:00:00,74.38999938964844,147751200,180.75999450683594,36839200,52.189998626708984,56560500
2020-05-06 00:00:00,75.15750122070312,142333600,182.5399932861328,32139300,52.15999984741211,48138100
2020-05-07 00:00:00,75.93499755859375,115215200,183.60000610351562,28316000,51.95000076293945,48956600
2020-05-08 00:00:00,77.53250122070312,133838400,184.67999267578125,30877800,53.189998626708984,40686100
2020-05-11 00:00:00,78.75250244140625,145946400,186.74000549316406,30892700,55.7400016784668,68746400
2020-05-12 00:00:00,77.85250091552734,162301200,182.50999450683594,32038200,53.7599983215332,55631100
2020-05-13 00:00:00,76.9124984741211,200622400,179.75,44711500,52.18000030517578,76824700
2020-05-14 00:00:00,77.38500213623047,158929200,180.52999877929688,41873900,54.5099983215332,73814000
2020-05-15 00:00:00,76.92749786376953,166348400,183.16000366210938,46610400,54.20000076293945,66950900
2020-05-18 00:00:00,78.73999786376953,135178400,184.91000366210938,35264500,54.59000015258789,48569200
2020-05-19 00:00:00,78.28500366210938,101729600,183.6300048828125,26799100,55.470001220703125,60388500
2020-05-20 00:00:00,79.80750274658203,111504800,185.66000366210938,31261300,56.38999938964844,50888200
2020-05-21 00:00:00,79.2125015258789,102688800,183.42999267578125,29119500,54.650001525878906,48496100
2020-05-22 00:00:00,79.72250366210938,81803200,183.50999450683594,20826900,55.16999816894531,43524100
2020-05-26 00:00:00,79.18250274658203,125522000,181.57000732421875,36073600,53.189998626708984,51618900
2020-05-27 00:00:00,79.52749633789062,112945200,181.80999755859375,39517100,52.7400016784668,102414500
2020-05-28 00:00:00,79.5625,133560800,181.39999389648438,33810200,51.7400016784668,53670200
2020-05-29 00:00:00,79.48500061035156,153532400,183.25,42130400,53.79999923706055,64666700
2020-06-01 00:00:00,80.4625015258789,80791200,182.8300018310547,22622400,53.630001068115234,36864400
2020-06-02 00:00:00,80.83499908447266,87642800,184.91000366210938,30794600,53.540000915527344,42855200
2020-06-03 00:00:00,81.27999877929688,104491200,185.36000061035156,27311000,52.72999954223633,46765300
2020-06-04 00:00:00,80.58000183105469,87560400,182.9199981689453,28761800,52.630001068115234,44869100
2020-06-05 00:00:00,82.875,137250400,187.1999969482422,39893600,53.099998474121094,53908300
2020-06-08 00:00:00,83.36499786376953,95654400,188.36000061035156,33211600,52.970001220703125,39681700
2020-06-09 00:00:00,85.99749755859375,147712400,189.8000030517578,29783900,56.38999938964844,79919100
2020-06-10 00:00:00,88.20999908447266,166651600,196.83999633789062,43872300,57.439998626708984,78719400
2020-06-11 00:00:00,83.9749984741211,201662400,186.27000427246094,52854700,52.83000183105469,78715400
2020-06-12 00:00:00,84.69999694824219,200146000,187.74000549316406,43373600,53.5,71189100
2020-06-15 00:00:00,85.74749755859375,138808800,188.94000244140625,32770200,54.68000030517578,56740700
2020-06-16 00:00:00,88.0199966430664,165428800,193.57000732421875,42556700,54.459999084472656,50949700
2020-06-17 00:00:00,87.89749908447266,114406400,194.24000549316406,25687800,54.54999923706055,45146500
2020-06-18 00:00:00,87.93250274658203,96820400,196.32000732421875,23061600,54.040000915527344,40354700
2020-06-19 00:00:00,87.43000030517578,264476000,195.14999389648438,44441100,54.22999954223633,52801500
2020-06-22 00:00:00,89.71749877929688,135445200,200.57000732421875,32818900,54.7599983215332,44704800
2020-06-23 00:00:00,91.63249969482422,212155600,201.91000366210938,30917400,53.9900016784668,48089000
2020-06-24 00:00:00,90.01499938964844,192623200,197.83999633789062,36740600,52.38999938964844,53535500
2020-06-25 00:00:00,91.20999908447266,137522400,200.33999633789062,27803900,51.93000030517578,51129600
2020-06-26 00:00:00,88.40750122070312,205256800,196.3300018310547,54675800,50.099998474121094,65485700
2020-06-29 00:00:00,90.44499969482422,130646000,198.44000244140625,26701600,50.279998779296875,49905800
2020-06-30 00:00:00,91.19999694824219,140223200,203.50999450683594,34310300,52.61000061035156,42275700
2020-07-01 00:00:00,91.02749633789062,110737200,204.6999969482422,32061200,52.58000183105469,32370900
2020-07-02 00:00:00,91.02749633789062,114041600,206.25999450683594,29315800,52.34000015258789,29081400
2020-07-06 00:00:00,93.4625015258789,118655600,210.6999969482422,31897600,53.400001525878906,36769400
2020-07-07 00:00:00,93.17250061035156,112424400,208.25,33600700,52.93000030517578,32153100
2020-07-08 00:00:00,95.34249877929688,117092000,212.8300018310547,33600000,53.43000030517578,35608300
2020-07-09 00:00:00,95.75250244140625,125642800,214.32000732421875,33121700,57.2599983215332,87216300
2020-07-10 00:00:00,95.91999816894531,90257200,213.6699981689453,26177600,55.880001068115234,59839700
2020-07-13 00:00:00,95.47750091552734,191649200,207.07000732421875,38135600,53.59000015258789,57741800
2020-07-14 00:00:00,97.05750274658203,170989200,208.35000610351562,37591800,54.720001220703125,54890100
2020-07-15 00:00:00,97.7249984741211,153198000,208.0399932861328,32179400,55.34000015258789,42360300
2020-07-16 00:00:00,96.52249908447266,110577600,203.9199981689453,29940700,54.91999816894531,36887100
2020-07-17 00:00:00,96.32749938964844,92186800,202.8800048828125,31635300,55.040000915527344,34710400
2020-07-20 00:00:00,98.35749816894531,90318000,211.60000610351562,36884800,57.459999084472656,45034300
2020-07-21 00:00:00,97.0,103433200,208.75,37990400,57.0,44741000
2020-07-22 00:00:00,97.27249908447266,89001600,211.75,49605700,61.790000915527344,135159400
2020-07-23 00:00:00,92.84500122070312,197004400,202.5399932861328,67457000,59.56999969482422,106829100
2020-07-24 00:00:00,92.61499786376953,185438800,201.3000030517578,39827000,69.4000015258789,205314500
2020-07-27 00:00:00,94.80999755859375,121214000,203.85000610351562,30160900,68.97000122070312,107918100
2020-07-28 00:00:00,93.25250244140625,103625600,202.02000427246094,23251400,67.61000061035156,94181400
2020-07-29 00:00:00,95.04000091552734,90329200,204.05999755859375,19632600,76.08999633789062,132969700
2020-07-30 00:00:00,96.19000244140625,158130000,203.89999389648438,25079600,78.19999694824219,80286900
2020-07-31 00:00:00,106.26000213623047,374336800,205.00999450683594,51044000,77.43000030517578,71621600
2020-08-03 00:00:00,108.9375,308151200,216.5399932861328,78983000,77.66999816894531,42628800
2020-08-04 00:00:00,109.66500091552734,173071600,213.2899932861328,49280100,85.04000091552734,155676100
2020-08-05 00:00:00,110.0625,121776800,212.94000244140625,28806400,85.30999755859375,65642600
2020-08-06 00:00:00,113.90249633789062,202428800,216.35000610351562,32656800,86.70999908447266,53961700
2020-08-07 00:00:00,111.11250305175781,198045600,212.47999572753906,27820400,84.8499984741211,66543200
2020-08-10 00:00:00,112.72750091552734,212403600,208.25,36716500,82.23999786376953,70536100
2020-08-11 00:00:00,109.375,187902400,203.3800048828125,36446500,76.87999725341797,77877700
2020-08-12 00:00:00,113.01000213623047,165598000,209.19000244140625,28013100,82.61000061035156,88513700
2020-08-13 00:00:00,115.01000213623047,210082000,208.6999969482422,22588900,81.83999633789062,57407400
2020-08-14 00:00:00,114.90750122070312,165565200,208.89999389648438,17958900,81.30000305175781,42389500
2020-08-17 00:00:00,114.60749816894531,119561600,210.27999877929688,20184800,82.41999816894531,31450200
2020-08-18 00:00:00,115.5625,105633600,211.49000549316406,21336200,81.66000366210938,30970500
2020-08-19 00:00:00,115.7074966430664,145538000,209.6999969482422,27627600,81.08999633789062,37507400
2020-08-20 00:00:00,118.2750015258789,126907200,214.5800018310547,26981500,82.7699966430664,42948900
2020-08-21 00:00:00,124.37000274658203,338054800,213.02000427246094,36249300,83.80999755859375,48280300
2020-08-24 00:00:00,125.85749816894531,345937600,213.69000244140625,25460100,83.08000183105469,38036100
2020-08-25 00:00:00,124.82499694824219,211495600,216.47000122070312,23043700,86.3499984741211,49234400
2020-08-26 00:00:00,126.52249908447266,163022400,221.14999389648438,39600800,86.0199966430664,47157300
2020-08-27 00:00:00,125.01000213623047,155552400,226.5800018310547,57602200,83.80000305175781,42194200
2020-08-28 00:00:00,124.80750274658203,187630000,228.91000366210938,26292900,85.55000305175781,40723300
2020-08-31 00:00:00,129.0399932861328,225702700,225.52999877929688,28774200,90.81999969482422,90655900
2020-09-01 00:00:00,134.17999267578125,151948100,227.27000427246094,25725500,92.18000030517578,55825600
2020-09-02 00:00:00,131.39999389648438,200119000,231.64999389648438,34080800,90.22000122070312,50366900
2020-09-03 00:00:00,120.87999725341797,257599600,217.3000030517578,58400300,82.54000091552734,87462700
2020-09-04 00:00:00,120.95999908447266,332607200,214.25,59664100,82.01000213623047,82267800
2020-09-08 00:00:00,112.81999969482422,231366600,202.66000366210938,52924300,78.69000244140625,54955700
2020-09-09 00:00:00,117.31999969482422,176940500,211.2899932861328,45679000,81.91000366210938,54163900
2020-09-10 00:00:00,113.48999786376953,182274400,205.3699951171875,35461500,78.9800033569336,51499400
2020-09-11 00:00:00,112.0,180860300,204.02999877929688,33620100,76.33999633789062,54763000
2020-09-14 00:00:00,115.36000061035156,140150100,205.41000366210938,30375800,77.9000015258789,47448700
2020-09-15 00:00:00,115.54000091552734,184642000,208.77999877929688,21823900,78.93000030517578,57874400
2020-09-16 00:00:00,112.12999725341797,154679000,205.0500030517578,26328100,76.66000366210938,38393500
2020-09-17 00:00:00,110.33999633789062,178011000,202.91000366210938,34011300,76.55000305175781,55619100
2020-09-18 00:00:00,106.83999633789062,287104900,200.38999938964844,55225300,74.93000030517578,51082900
2020-09-21 00:00:00,110.08000183105469,195713800,202.5399932861328,39839700,77.94000244140625,61312000
2020-09-22 00:00:00,111.80999755859375,183055400,207.4199981689453,33517100,77.69999694824219,56044700
2020-09-23 00:00:00,107.12000274658203,150718700,200.58999633789062,30803800,74.7300033569336,42327500
2020-09-24 00:00:00,108.22000122070312,167743300,203.19000244140625,31202500,75.81999969482422,57540900
2020-09-25 00:00:00,112.27999877929688,149981400,207.82000732421875,29437300,78.05999755859375,48206200
2020-09-28 00:00:00,114.95999908447266,137672400,209.44000244140625,32004900,79.4800033569336,48005500
2020-09-29 00:00:00,114.08999633789062,99382200,207.25999450683594,24221900,81.7699966430664,61568900
2020-09-30 00:00:00,115.80999755859375,142675200,210.3300018310547,33829100,81.98999786376953,51533700
2020-10-01 00:00:00,116.79000091552734,116120400,212.4600067138672,27158400,84.86000061035156,52177100
2020-10-02 00:00:00,113.0199966430664,144712000,206.19000244140625,33154800,81.80000305175781,52855100
2020-10-05 00:00:00,116.5,106243800,210.3800048828125,21331600,86.1500015258789,47056500
2020-10-06 00:00:00,113.16000366210938,161498200,205.91000366210938,28554300,84.4800033569336,52725400
2020-10-07 00:00:00,115.08000183105469,96849000,209.8300018310547,25681100,86.69000244140625,43045700
2020-10-08 00:00:00,114.97000122070312,83477200,210.5800018310547,19925800,86.51000213623047,54240700
2020-10-09 00:00:00,116.97000122070312,100506900,215.80999755859375,26458000,83.0999984741211,80354400
2020-10-12 00:00:00,124.4000015258789,240226800,221.39999389648438,40461400,84.29000091552734,47669700
2020-10-13 00:00:00,121.0999984741211,262330500,222.86000061035156,28950800,85.27999877929688,42764100
2020-10-14 00:00:00,121.19000244140625,150712000,220.86000061035156,23421700,84.20999908447266,40403000
2020-10-15 00:00:00,120.70999908447266,112559200,219.66000366210938,22733100,83.12999725341797,33696400
2020-10-16 00:00:00,119.0199966430664,115393800,219.66000366210938,26057900,83.16999816894531,31474300
2020-10-19 00:00:00,115.9800033569336,120639300,214.22000122070312,27625800,82.0,36689100
2020-10-20 00:00:00,117.51000213623047,124423700,214.64999389648438,22753500,81.55999755859375,38219400
2020-10-21 00:00:00,116.87000274658203,89946000,214.8000030517578,22724900,79.19999694824219,36426400
2020-10-22 00:00:00,115.75,101988000,214.88999938964844,22351500,79.41999816894531,38006800
2020-10-23 00:00:00,115.04000091552734,82572600,216.22999572753906,18879600,81.95999908447266,46557700
2020-10-26 00:00:00,115.05000305175781,111850700,210.0800018310547,37111600,82.2300033569336,69423700
2020-10-27 00:00:00,116.5999984741211,92276800,213.25,36700300,78.87999725341797,156669500
2020-10-28 00:00:00,111.19999694824219,143937800,202.67999267578125,51195600,76.4000015258789,76529900
2020-10-29 00:00:00,115.31999969482422,146129200,204.72000122070312,31432600,78.0199966430664,52784100
2020-10-30 00:00:00,108.86000061035156,190272600,202.47000122070312,36953700,75.29000091552734,51349000
2020-11-02 00:00:00,108.7699966430664,122866900,202.3300018310547,30842200,74.69999694824219,45760700
2020-11-03 00:00:00,110.44000244140625,107624400,206.42999267578125,27512000,76.58000183105469,41231800
2020-11-04 00:00:00,114.94999694824219,138235500,216.38999938964844,42311800,81.3499984741211,66579700
2020-11-05 00:00:00,119.02999877929688,126387100,223.2899932861328,36080100,83.0,46542300
2020-11-06 00:00:00,118.69000244140625,114457900,223.72000122070312,25231900,85.87999725341797,53829900
2020-11-09 00:00:00,116.31999969482422,154515300,218.38999938964844,44395000,83.12000274658203,58580700
2020-11-10 00:00:00,115.97000122070312,138023400,211.00999450683594,44045100,77.98999786376953,67137200
2020-11-11 00:00:00,119.48999786376953,112295000,216.5500030517578,29440800,81.27999877929688,44611300
2020-11-12 00:00:00,119.20999908447266,103162300,215.44000244140625,21593900,81.83999633789062,37242600
2020-11-13 00:00:00,119.26000213623047,81581900,216.50999450683594,18621100,81.43000030517578,30423200
2020-11-16 00:00:00,120.30000305175781,91183000,217.22999572753906,24953300,83.7300033569336,38640800
2020-11-17 00:00:00,119.38999938964844,74271000,214.4600067138672,24154100,83.36000061035156,29473500
2020-11-18 00:00:00,118.02999877929688,76322100,211.0800018310547,28372800,82.54000091552734,29968000
2020-11-19 00:00:00,118.63999938964844,74113000,212.4199981689453,24792700,85.54000091552734,50116800
2020-11-20 00:00:00,117.33999633789062,73604300,210.38999938964844,22843100,84.63999938964844,35008400
2020-11-23 00:00:00,113.8499984741211,127959300,210.11000061035156,25683500,85.30999755859375,46505000
2020-11-24 00:00:00,115.16999816894531,113874200,213.86000061035156,33979700,85.06999969482422,36839200
2020-11-25 00:00:00,116.02999877929688,76499200,213.8699951171875,21012900,86.70999908447266,41349700
2020-11-27 00:00:00,116.58999633789062,46691300,215.22999572753906,14512200,87.19000244140625,22717600
2020-11-30 00:00:00,119.05000305175781,169410200,214.07000732421875,33064800,92.66000366210938,84483000
2020-12-01 00:00:00,122.72000122070312,127728200,216.2100067138672,30904500,92.62999725341797,58583600
2020-12-02 00:00:00,123.08000183105469,89004200,215.3699951171875,23724500,93.73999786376953,57988800
2020-12-03 00:00:00,122.94000244140625,78967600,214.24000549316406,25120900,92.30999755859375,35859700
2020-12-04 00:00:00,122.25,78260400,214.36000061035156,24666000,94.04000091552734,45570300
2020-12-07 00:00:00,123.75,86712000,214.2899932861328,24620000,94.06999969482422,39815700
2020-12-08 00:00:00,124.37999725341797,82225500,216.00999450683594,23284100,92.91999816894531,33907500
2020-12-09 00:00:00,121.77999877929688,115089200,211.8000030517578,32440600,89.83000183105469,52170400
2020-12-10 00:00:00,123.23999786376953,81312200,210.52000427246094,26733300,91.66000366210938,33804400
2020-12-11 00:00:00,122.41000366210938,86939800,213.25999450683594,30979400,91.6500015258789,28368100
2020-12-14 00:00:00,121.77999877929688,79184500,214.1999969482422,28798400,94.77999877929688,48026400
2020-12-15 00:00:00,127.87999725341797,157243700,214.1300048828125,27000600,97.12000274658203,57232700
2020-12-16 00:00:00,127.80999755859375,98208600,219.27999877929688,35023300,96.8499984741211,34909000
2020-12-17 00:00:00,128.6999969482422,94359800,219.4199981689453,32515800,96.83999633789062,32023700
2020-12-18 00:00:00,126.66000366210938,192541500,218.58999633789062,63354900,95.91999816894531,51823100
2020-12-21 00:00:00,128.22999572753906,121251600,222.58999633789062,37181900,93.2300033569336,47093900
2020-12-22 00:00:00,131.8800048828125,168904800,223.94000244140625,22612200,93.16000366210938,35673700
2020-12-23 00:00:00,130.9600067138672,88223700,221.02000427246094,18699600,91.55000305175781,25993300
2020-12-24 00:00:00,131.97000122070312,54930100,222.75,10550600,91.80999755859375,16705900
2020-12-28 00:00:00,136.69000244140625,124486200,224.9600067138672,17933500,91.5999984741211,30627300
2020-12-29 00:00:00,134.8699951171875,121047300,224.14999389648438,17403200,90.62000274658203,31748200
2020-12-30 00:00:00,133.72000122070312,96452100,221.67999267578125,20272300,92.29000091552734,25845000
2020-12-31 00:00:00,132.69000244140625,99116600,222.4199981689453,20942100,91.70999908447266,24930700
2021-01-04 00:00:00,129.41000366210938,143301900,217.69000244140625,37130100,92.30000305175781,51802600
2021-01-05 00:00:00,131.00999450683594,97664900,217.89999389648438,23823000,92.7699966430664,34208000
2021-01-06 00:00:00,126.5999984741211,155088000,212.25,35930700,90.33000183105469,51911700
2021-01-07 00:00:00,130.9199981689453,109578200,218.2899932861328,27694500,95.16000366210938,42897200
2021-01-08 00:00:00,132.0500030517578,105158200,219.6199951171875,22956200,94.58000183105469,39816400
2021-01-11 00:00:00,128.97999572753906,100384500,217.49000549316406,23031300,97.25,48600200
2021-01-12 00:00:00,128.8000030517578,91951100,214.92999267578125,23249300,95.36000061035156,67672300
2021-01-13 00:00:00,130.88999938964844,88636800,216.33999633789062,20087100,91.77999877929688,60712900
2021-01-14 00:00:00,128.91000366210938,90221800,213.02000427246094,29480800,90.79000091552734,53408200
2021-01-15 00:00:00,127.13999938964844,111598500,212.64999389648438,31746500,88.20999908447266,49340300
2021-01-19 00:00:00,127.83000183105469,90757300,216.44000244140625,30480900,89.44999694824219,45115100
2021-01-20 00:00:00,132.02999877929688,104319500,224.33999633789062,37777300,88.75,35185800
2021-01-21 00:00:00,136.8699951171875,120150900,224.97000122070312,30709400,91.52999877929688,54221900
2021-01-22 00:00:00,139.07000732421875,114459400,225.9499969482422,30172700,92.79000091552734,71294700
2021-01-25 00:00:00,142.9199981689453,157611700,229.52999877929688,33152100,94.12999725341797,55086900
2021-01-26 00:00:00,143.16000366210938,98390600,232.3300018310547,49169600,94.70999908447266,59449100
2021-01-27 00:00:00,142.05999755859375,140843800,232.89999389648438,69870600,88.83999633789062,73341200
2021-01-28 00:00:00,137.08999633789062,142621100,238.92999267578125,49111200,87.5199966430664,47048400
2021-01-29 00:00:00,131.9600067138672,177523800,231.9600067138672,42503100,85.63999938964844,56735800
2021-02-01 00:00:00,134.13999938964844,106239800,239.64999389648438,33314200,87.66000366210938,42359300
2021-02-02 00:00:00,134.99000549316406,83305400,239.50999450683594,25916300,88.86000061035156,33850000
2021-02-03 00:00:00,133.94000244140625,89880900,243.0,27158100,87.88999938964844,32312900
2021-02-04 00:00:00,137.38999938964844,84183100,242.00999450683594,25296100,87.83999633789062,30791600
2021-02-05 00:00:00,136.75999450683594,75693800,242.1999969482422,18054800,87.9000015258789,30268700
2021-02-08 00:00:00,136.91000366210938,71297200,242.47000122070312,22211900,91.47000122070312,47639900
2021-02-09 00:00:00,136.00999450683594,76774200,243.77000427246094,23565000,90.91000366210938,37596400
2021-02-10 00:00:00,135.38999938964844,73046600,242.82000732421875,22186700,92.3499984741211,42441300
2021-02-11 00:00:00,135.1300048828125,64280000,244.49000549316406,15751100,92.66000366210938,35571000
2021-02-12 00:00:00,135.3699951171875,60145100,244.99000549316406,16561100,93.7699966430664,38538400
2021-02-16 00:00:00,133.19000244140625,80576300,243.6999969482422,26728500,91.45999908447266,35105900
2021-02-17 00:00:00,130.83999633789062,97918500,244.1999969482422,21653500,89.94000244140625,32245500
2021-02-18 00:00:00,129.7100067138672,96856700,243.7899932861328,16925600,88.63999938964844,35624900
