Date,Open,High,Low,Close,Adj Close,Volume,MACD,Signal_Line,RSI,Middle_Band,Upper_Band,Lower_Band
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.78059387207031,126743200,1.2391419493251448,1.042708898348712,63.879136084635434,78.00912513732911,82.10826586225622,73.909984412402
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.28755950927734,199588400,1.002944944513601,1.0347561075816898,49.368860133542604,78.12362518310547,82.01010642967556,74.23714393653539
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,75.08080291748047,173788400,0.7895090504228932,0.9857066961499306,42.98750522119832,78.26400032043458,81.7772693989205,74.75073124194866
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.55950927734375,136616400,0.8165093638508552,0.9518672296901155,54.739601916479636,78.5021255493164,81.71419922198034,75.29005187665247
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.19195556640625,118826800,0.8802104791268874,0.93753587957747,57.618700029482696,78.79037551879883,81.54693317205074,76.03381786554691
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,79.1065673828125,105425600,0.9950732128042006,0.9490433462228162,57.52907605151069,79.06562538146973,81.66507526698632,76.46617549595314
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,78.03128051757812,117684000,0.9704208201534072,0.9533188410089344,50.9572816598695,79.19562530517578,81.70804897550732,76.68320163484424
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.40188598632812,109348800,0.9703605119942154,0.9567271752059906,53.702040042214655,79.33587532043457,81.78410299319651,76.88764764767262
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,77.92887115478516,94323200,0.9205655151805416,0.9494948432009009,51.40294891406294,79.36900024414062,81.82917053284584,76.90882995543541
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.77952575683594,113730400,1.0224296228836778,0.9640817991374563,55.37569403534079,79.55050048828124,82.16267418039152,76.93832679617097
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.21139526367188,94747600,1.0441184875501222,0.9800891368199895,54.342070073292305,79.71962547302246,82.30315295931275,77.13609798673217
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.23091888427734,80113600,1.0508081840229977,0.9942329462605912,62.0736474810336,79.84100074768067,82.47036950103187,77.21163199432947
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,77.7801513671875,152531200,0.9254131650621105,0.9804689900208952,51.03198117498627,79.84437561035156,82.47308803580161,77.21566318490152
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,78.90660095214844,93984000,0.9087598401214336,0.9661271600410029,49.41406182091098,79.93250045776367,82.57949277466497,77.28550814086236
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,78.09710693359375,100566000,0.8191451535439143,0.9367307587415852,47.22351442285783,79.96500015258789,82.60210614795464,77.32789415722114
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.32939147949219,129554000,0.5950123346749905,0.8683870739282662,53.09546581159175,79.8877498626709,82.62841229081373,77.14708743452807
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.70372772216797,222195200,0.11607632228763975,0.7179249236001409,42.64044613929294,79.63612480163575,83.24267899516263,76.02957060810886
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.24108123779297,230673600,-0.46190587549095596,0.4819587637819216,28.364506075616262,79.37524948120117,84.20192930056085,74.54856966184148
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.35536193847656,198054800,-0.8183372989029749,0.22189955124494232,30.29556681102791,79.06224937438965,84.60340316198665,73.52109558679265
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.69098663330078,320605600,-1.4697769753200163,-0.1164357540680494,20.78012456819991,78.42699928283692,85.59060355375976,71.26339501191407
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.65196990966797,426510000,-1.9666055472521293,-0.4864697127048654,22.030464874094534,77.79562416076661,86.10059693065425,69.49065139087897
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,72.85733032226562,341397200,-1.8258971416769327,-0.7543551984992789,39.4094786320316,77.66187400817871,86.07610699735464,69.24764101900278
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.54342651367188,319475600,-1.8841066332459633,-0.9803054854486158,36.820140575677215,77.42012405395508,86.1528833402621,68.68736476764806
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,73.81554412841797,219178400,-1.6406060727827452,-1.1123656029154418,39.87079195533325,77.21874885559082,85.91606574729283,68.5214319638888
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.42118835449219,187572800,-1.6269729081900692,-1.2152870639703675,37.54192507522298,76.86212387084962,85.59983536590747,68.12441237579176
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.47270202636719,226176800,-1.6753292917892537,-1.3072955095341448,36.39805698910043,76.40987396240234,85.11739411962374,67.70235380518095
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,64.89887237548828,286744800,-2.150020419377725,-1.475840491502861,32.26586335458194,75.73662414550782,85.27901672149622,66.19423156951942
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,69.57299041748047,285290000,-2.115120413788617,-1.603696475960012,38.29357616992938,75.28399925231933,84.758839868846,65.80915863579267
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,67.15668487548828,255598800,-2.261308568895771,-1.735218894547164,36.80992294260635,74.73174934387207,84.3534400787557,65.11005860898844
2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,60.524654388427734,418474000,-2.8925236316210743,-1.9666798419619462,32.94569438945521,73.74462413787842,84.28095198188115,63.20829629387569
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,67.77601623535156,370732000,-2.7609965925066007,-2.1255431920708774,45.068568126544235,73.15837421417237,83.25733738736227,63.05941104098247
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,59.05683135986328,322423600,-3.3396462774677076,-2.3683638091502437,40.05291505656977,72.1241241455078,82.92207194827607,61.326176342739544
2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,61.653564453125,324056000,-3.5425526050433263,-2.6032015683288603,41.593069510005456,71.29737415313721,82.16576146150042,60.428986844774
2020-03-18,59.942501068115234,62.5,59.279998779296875,61.66749954223633,60.144290924072266,300233600,-3.7846011712910865,-2.839481488921306,43.998927771568965,70.33549919128419,81.03442711542974,59.636571267138635
2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,59.68346405029297,271857200,-3.96880329881391,-3.065345850899827,43.661285929638446,69.39149932861328,79.81152405748887,58.97147459973769
2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,55.89442825317383,401693200,-4.377807073390684,-3.3278380953979987,33.86071148191547,68.34387454986572,79.19466554587049,57.49308355386094
2020-03-23,57.02000045776367,57.125,53.15250015258789,56.092498779296875,54.70698928833008,336752800,-4.745484800874692,-3.611367436493338,34.60242997602262,67.4212495803833,79.12040917996767,55.72208998079894
2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.19549560546875,287531200,-4.530554223938026,-3.7952047939822755,37.30454702266999,66.90624980926513,78.65758322395207,55.154916394578194
2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,59.8639030456543,303602000,-4.337653593508186,-3.903694553887458,38.796442597225735,66.31712493896484,77.93397864600422,54.700271231925456
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,63.01411819458008,252087200,-3.879424890018555,-3.8988406211136772,43.06569353164804,66.12862510681153,77.7276093369944,54.52964087662865
2020-03-27,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,60.40518569946289,204216800,-3.689594079813361,-3.856991312853614,45.57842498918428,65.80837535858154,77.49977246221792,54.11697825494516
2020-03-30,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,62.129024505615234,167976400,-3.357822588121927,-3.757157567907277,42.224033630741495,65.25837535858155,76.2296052161226,54.287145501040506
2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,62.002235412597656,197002000,-3.0699923298301854,-3.619724520291859,44.345174514034255,64.82050018310547,75.31126459430556,54.329735771905376
2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,58.739864349365234,176218400,-3.0763360250399145,-3.5110468212414703,47.88561743137357,64.04762535095215,73.43059159269107,54.66465910921321
2020-04-02,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,59.72002410888672,165934000,-2.966077475144786,-3.4020529520221334,38.790875867896844,63.447750091552734,71.88216857853936,55.0133316045661
2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,58.86177062988281,129880000,-2.916090329771464,-3.3048604275719997,49.65259541947302,62.85250015258789,70.33256921567221,55.37243108950357
2020-04-06,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,63.99671936035156,201820400,-2.4236948619455276,-3.128627314446706,53.82716157414345,62.80625,70.20459647259418,55.407903527405814
2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,63.255496978759766,202887200,-2.0709214337818196,-2.9170861383137288,55.212416966430034,62.48237495422363,68.84279316266318,56.121956745784075
2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,64.8744888305664,168895200,-1.638509806946459,-2.661370872040275,58.372005334996146,62.3653751373291,68.32140062788497,56.40934964677324
2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,65.34264373779297,161834800,-1.2427630349276484,-2.3776493046177496,67.06596950849166,62.61237506866455,68.90098837661462,56.323761760714476
2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,66.62515258789062,131022800,-0.813642001297282,-2.064847843953656,71.45365704687738,62.55337505340576,68.59747457385927,56.50927553295224
2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,69.98995208740234,194994800,-0.1929503579801377,-1.6904683467589525,69.09038961340326,63.11387481689453,70.29708772704653,55.93066190674253
2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,69.35113525390625,131154400,0.24329476317036836,-1.3037157247730884,68.27275508895231,63.508499717712404,71.50138726872498,55.51561216669983
2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,69.90217590332031,157125200,0.6273810811848364,-0.9174963635815035,64.74272503815097,64.00874977111816,72.70732023275599,55.31017930948034
2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,68.95367431640625,215250000,0.8435751284503112,-0.5652820651751407,69.6966226464814,64.48399963378907,73.55061985163522,55.41737941594292
2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,67.52242279052734,130015200,0.8862791075497114,-0.2749698306301703,62.59680990465862,65.08012447357177,73.73573906001995,56.42450988712359
2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,65.43529510498047,180991600,0.7389243921992374,-0.07219098606428873,57.345578365376426,65.63012447357178,73.25789420499524,58.00235474214833
2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,67.320068359375,116862400,0.7692145136069684,0.09609011386996269,69.5088155498544,65.99537448883056,73.53741554552187,58.45333343213926
2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,67.05915832519531,124814400,0.7628409354393568,0.22944027818384152,67.2512602840261,66.36424942016602,73.68324850552592,59.04525033480611
2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,68.99513244628906,126161200,0.9075016743339148,0.3650525574138562,72.67072990455186,66.67087440490722,74.18360531784278,59.158143491971664
2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,69.04393005371094,117087600,1.0144868080885914,0.4949394075488033,64.61864260664765,67.11374950408936,74.4994070733637,59.72809193481502
2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,67.92474365234375,112004800,0.9952069692336067,0.594992919885764,63.23426131711805,67.41087436676025,74.70015460559746,60.12159412792304
2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,70.15574645996094,137280800,1.151239411787401,0.7062422182660913,64.46699266005304,67.8288745880127,75.14884476184635,60.50890441417904
2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,71.63575744628906,183064000,1.3814211830171104,0.8412780112162952,66.33335934078073,68.48999938964843,75.31058423691587,61.66941454238099
2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,70.48246765136719,240616800,1.451690240210425,0.9633604570151213,60.07900035541605,69.0417495727539,75.16750620058328,62.915992944924525
2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,71.47972106933594,133568000,1.5717677448615746,1.0850419145844121,54.44235235018907,69.68862457275391,74.60959032876892,64.7676588167389
2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,72.55253601074219,147751200,1.7356828447903752,1.2151701006256048,59.305454142774586,70.12724952697754,75.08262959575656,65.17186945819851
2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,73.30108642578125,142333600,1.9055517119436303,1.35324642288921,59.76737204307697,70.64224967956542,75.43646560873587,65.84803375039498
2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,74.05935668945312,115215200,2.0789466665883793,1.498386471629044,64.83422879789828,71.11312446594238,76.04383592098472,66.18241301090004
2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,75.8221206665039,133838400,2.318541904195257,1.6624175581422866,73.34739458993582,71.63987464904785,76.9405390906675,66.33921020742821
